tahun,bulan,file,ext,status,n_titik_bulan_terbaca,detail,timestamp
2024,JANUARI,data\raw\groupD\seki_downloads\2024\TABEL8_1_JANUARI_2024.xls,xls,ok,277,,2026-07-09T10:47:54
2024,FEBRUARI,data\raw\groupD\seki_downloads\2024\TABEL8_1_FEBRUARI_2024.xls,xls,ok,278,,2026-07-09T10:47:54
2024,MARET,data\raw\groupD\seki_downloads\2024\TABEL8_1_MARET_2024.xls,xls,ok,279,,2026-07-09T10:47:54
2024,APRIL,data\raw\groupD\seki_downloads\2024\TABEL8_1_APRIL_2024.xls,xls,ok,280,,2026-07-09T10:47:54
2024,MEI,data\raw\groupD\seki_downloads\2024\TABEL8_1_MEI_2024.xls,xls,ok,281,,2026-07-09T10:47:54
2024,JUNI,data\raw\groupD\seki_downloads\2024\TABEL8_1_JUNI_2024.xls,xls,ok,282,,2026-07-09T10:47:54
2024,JULI,data\raw\groupD\seki_downloads\2024\TABEL8_1_JULI_2024.xls,xls,ok,283,,2026-07-09T10:47:54
2024,AGUSTUS,data\raw\groupD\seki_downloads\2024\TABEL8_1_AGUSTUS_2024.xls,xls,ok,284,,2026-07-09T10:47:54
2024,SEPTEMBER,data\raw\groupD\seki_downloads\2024\TABEL8_1_SEPTEMBER_2024.xls,xls,ok,285,,2026-07-09T10:47:54
2024,OKTOBER,data\raw\groupD\seki_downloads\2024\TABEL8_1_OKTOBER_2024.xls,xls,ok,286,,2026-07-09T10:47:54
2024,NOVEMBER,data\raw\groupD\seki_downloads\2024\TABEL8_1_NOVEMBER_2024.xls,xls,ok,287,,2026-07-09T10:47:54
2024,DESEMBER,data\raw\groupD\seki_downloads\2024\TABEL8_1_DESEMBER_2024.xls,xls,ok,288,,2026-07-09T10:47:54
2025,JANUARI,data\raw\groupD\seki_downloads\2025\TABEL8_1_JANUARI_2025.xls,xls,ok,289,,2026-07-09T10:47:54
2025,FEBRUARI,data\raw\groupD\seki_downloads\2025\TABEL8_1_FEBRUARI_2025.xls,xls,ok,290,,2026-07-09T10:47:54
2025,MARET,data\raw\groupD\seki_downloads\2025\TABEL8_1_MARET_2025.xls,xls,ok,291,,2026-07-09T10:47:54
2025,APRIL,data\raw\groupD\seki_downloads\2025\TABEL8_1_APRIL_2025.xls,xls,ok,292,,2026-07-09T10:47:54
2025,MEI,data\raw\groupD\seki_downloads\2025\TABEL8_1_MEI_2025.xls,xls,ok,293,,2026-07-09T10:47:54
2025,JUNI,data\raw\groupD\seki_downloads\2025\TABEL8_1_JUNI_2025.xls,xls,ok,294,,2026-07-09T10:47:54
2025,JULI,data\raw\groupD\seki_downloads\2025\TABEL8_1_JULI_2025.xls,xls,ok,295,,2026-07-09T10:47:54
2025,AGUSTUS,data\raw\groupD\seki_downloads\2025\TABEL8_1_AGUSTUS_2025.xls,xls,ok,296,,2026-07-09T10:47:54
2025,SEPTEMBER,data\raw\groupD\seki_downloads\2025\TABEL8_1_SEPTEMBER_2025.xls,xls,ok,297,,2026-07-09T10:47:54
2025,OKTOBER,data\raw\groupD\seki_downloads\2025\TABEL8_1_OKTOBER_2025.xls,xls,ok,298,,2026-07-09T10:47:54
2025,NOVEMBER,data\raw\groupD\seki_downloads\2025\TABEL8_1_NOVEMBER_2025.xls,xls,ok,299,,2026-07-09T10:47:54
2025,DESEMBER,data\raw\groupD\seki_downloads\2025\TABEL8_1_DESEMBER_2025.xls,xls,ok,300,,2026-07-09T10:47:54
2026,JANUARI,data\raw\groupD\seki_downloads\2026\TABEL8_1_JANUARI_2026.xls,xls,ok,301,,2026-07-09T10:47:54
2026,FEBRUARI,data\raw\groupD\seki_downloads\2026\TABEL8_1_FEBRUARI_2026.xls,xls,ok,302,,2026-07-09T10:47:55
2026,MARET,data\raw\groupD\seki_downloads\2026\TABEL8_1_MARET_2026.xls,xls,ok,303,,2026-07-09T10:47:55
2026,APRIL,data\raw\groupD\seki_downloads\2026\TABEL8_1_APRIL_2026.xls,xls,ok,304,,2026-07-09T10:47:55
2026,MEI,data\raw\groupD\seki_downloads\2026\TABEL8_1_MEI_2026.xls,xls,ok,305,,2026-07-09T10:47:55
